State,MONTH,YEAR,MAX(cse6242.AK_1.DailyAverageDryBulbTemperature),MAX(cse6242.AK_1.DailyAverageWetBulbTemperature),MAX(cse6242.AK_1.DailyAverageRelativeHumidity),MAX(cse6242.AK_1.DailyAverageWindSpeed),MAX(cse6242.AK_1.DailyCollingDegreeDays),MAX(cse6242.AK_1.DailyDepartureFromNormalAverageTemperature),MAX(cse6242.AK_1.DailyHeatingDegreeDays),MAX(cse6242.AK_1.DailyPrecipitation),MAX(cse6242.AK_1.DailySnowfall),MAX(cse6242.AK_1.MonthlyMeanTemperature),MAX(cse6242.AK_1.NormalsCoolingDegreeDay),MAX(cse6242.AK_1.NormalsHeatingDegreeDay)
MO,10,2017,79,72.0,99.0,19.8,,,,,,,,
MO,11,2017,73,62.0,98.0,19.5,,,,,,,,
MO,12,2017,61,7.0,99.0,24.7,,,,,,,,
MO,1,2018,62,9.0,99.0,20.9,,,,,,,,
MO,2,2018,71,60.0,99.0,22,,,,,,,,
MO,3,2018,65,57.0,99.0,23.5,,,,,,,,
MO,4,2018,75,63.0,99.0,22.7,,,,,,,,
MO,5,2018,86,74.0,96.0,18,,,,,,,,
MO,6,2018,92,80.0,91.0,15.6,,,,,,,,
MO,7,2018,92,77.0,94.0,12.3,,,,,,,,
MO,8,2018,90,77.0,96.0,21.6,,,,,,,,
MO,9,2018,86,77.0,99.0,17.3,,,,,,,,
MO,10,2018,83,73.0,99.0,18.9,,,,,,,,
MO,11,2018,57,50.0,97.0,22.6,,,,,,,,
MO,12,2018,62,53.0,99.0,20.8,,,,,,,,
MO,1,2019,59,51.0,98.0,23.5,,,,,,,,
MO,2,2019,61,56.0,99.0,22.1,,,,,,,,
MO,3,2019,65,9.0,92.0,24.6,,,,,,,,
MO,4,2019,75,63.0,98.0,23.1,,,,,,,,
MO,5,2019,82,72.0,97.0,17.8,,,,,,,,
MO,6,2019,86,78.0,92.0,14.9,,,,,,,,
MO,7,2019,90,78.0,91.0,17.7,,,,,,,,
MO,8,2019,88,78.0,93.0,12.9,,,,,,,,
MO,9,2019,85,74.0,96.0,18.1,,,,,,,,
MO,10,2019,85,73.0,95.0,16.4,,,,,,,,
MO,11,2019,62,53.0,98.0,21.7,,,,,,,,
MO,12,2019,61,55.0,98.0,22.8,,,,,,,,
MO,1,2020,60,7.0,98.0,18.7,,,,,,,,
MO,2,2020,60,50.0,96.0,17.1,,,,,,,,
MO,3,2020,75,67.0,95.0,21.4,,,,,,,,
MO,4,2020,76,65.0,97.0,21.6,,,,,,,,
MO,5,2020,80,69.0,95.0,17.1,,,,,,,,
MO,6,2020,86,75.0,90.0,18.5,,,,,,,,
MO,7,2020,88,77.0,94.0,16.2,,,,,,,,
MO,8,2020,85,75.0,92.0,14.6,,,,,,,,
MO,9,2020,85,73.0,94.0,16.7,,,,,,,,
MO,10,2020,76,66.0,97.0,18.1,,,,,,,,
MO,11,2020,70,63.0,97.0,21.2,,,,,,,,
MO,12,2020,56,48.0,96.0,25.5,,,,,,,,
MO,1,2021,48,46.0,97.0,23.9,,,,,,,,
MO,2,2021,59,9.0,93.0,17.5,,,,,,,,
MO,3,2021,68,57.0,95.0,25,,,,,,,,
MO,4,2021,75,66.0,93.0,23.8,,,,,,,,
MO,5,2021,79,70.0,95.0,16.3,,,,,,,,
MO,6,2021,91,76.0,97.0,17,,,,,,,,
MO,7,2021,89,78.0,96.0,14.3,,,,,,,,
MO,8,2021,91,78.0,90.0,16.2,,,,,,,,
MO,9,2021,84,73.0,96.0,16.3,,,,,,,,
MO,10,2021,81,70.0,99.0,18.1,,,,,,,,
MO,11,2021,65,59.0,86.0,20.1,,,,,,,,
MO,12,2021,72,63.0,94.0,26.5,,,,,,,,
MO,1,2022,51,9.0,96.0,19.7,,,,,,,,
MO,2,2022,63,9.0,94.0,21.5,,,,,,,,
MO,3,2022,67,57.0,97.0,20.4,,,,,,,,
MO,4,2022,79,65.0,93.0,25.4,,,,,,,,
MO,5,2022,84,75.0,97.0,23.3,,,,,,,,
MO,6,2022,92,79.0,91.0,18.9,,,,,,,,
MO,7,2022,95,78.0,98.0,15.1,,,,,,,,
MO,8,2022,91,78.0,97.0,14,,,,,,,,
MO,9,2022,88,74.0,98.0,14.2,,,,,,,,
MO,10,2022,78,71.0,97.0,28.7,,,,,,,,
MO,11,2022,75,64.0,97.0,22,,,,,,,,
MO,12,2022,66,9.0,97.0,25.4,,,,,,,,
MO,1,2023,61,59.0,96.0,20.6,,,,,,,,
MO,2,2023,63,56.0,95.0,21.4,,,,,,,,
MO,3,2023,71,62.0,96.0,22.5,,,,,,,,
MO,4,2023,77,67.0,86.0,23.9,,,,,,,,
MO,5,2023,83,69.0,97.0,17.7,,,,,,,,
MO,6,2023,91,76.0,95.0,14.5,,,,,,,,
MO,7,2023,91,78.0,87.0,17,,,,,,,,
MO,8,2023,93,81.0,94.0,14.9,,,,,,,,
MO,9,2023,87,73.0,89.0,15.6,,,,,,,,
MO,10,2023,80,67.0,96.0,18.5,,,,,,,,
MO,11,2023,72,63.0,90.0,16.8,,,,,,,,
MO,12,2023,58,,,19.8,,,,,,,,
MO,1,2024,49,,,19.9,,,,,,,,
MO,2,2024,71,,,21.4,,,,,,,,
MO,3,2024,71,,,19.8,,,,,,,,
MS,1,2010,66,60,95,14.5,,,,,,,,
MS,2,2010,56,54,99,14.9,,,,,,,,
MS,3,2010,71,65,93,16.4,,,,,,,,
MS,4,2010,77,72,91,16,,,,,,,,
MS,5,2010,84,76,95,15.1,,,,,,,,
MS,6,2010,89,78,92,9.8,,,,,,,,
MS,7,2010,88,78,91,10.3,,,,,,,,
MS,8,2010,92,80,94,11.7,,,,,,,,
MS,9,2010,88,77,89,11.9,,,,,,,,
MS,10,2010,84,76,89,16.9,,,,,,,,
MS,11,2010,74,69,99,17.8,,,,,,,,
MS,12,2010,68,66,95,19.7,,,,,,,,
MS,1,2011,61,57,99,14.2,,,,,,,,
MS,2,2011,74,67,97,18.5,,,,,,,,
MS,3,2011,78,67,95,18.1,,,,,,,,
MS,4,2011,80,72,95,19,,,,,,,,
MS,5,2011,85,73,95,18.9,,,,,,,,
MS,6,2011,90,77,93,17.5,,,,,,,,
MS,7,2011,90,79,96,8.3,,,,,,,,
MS,8,2011,94,81,91,11.7,,,,,,,,
MS,9,2011,88,76,95,21.7,,,,,,,,
MS,10,2011,73,66,92,15.9,,,,,,,,
MS,11,2011,75,69,94,16.8,,,,,,,,
MS,12,2011,70,66,99,15.4,,,,,,,,
MS,1,2012,73,67,98,17,,,,,,,,
MS,2,2012,74,67,96,18.1,,,,,,,,
MS,3,2012,77,69,95,18.8,,,,,,,,
MS,4,2012,78,70,93,18.4,,,,,,,,
MS,5,2012,85,74,92,12.2,,,,,,,,
MS,6,2012,90,77,94,11,,,,,,,,
MS,7,2012,91,80,94,10.4,,,,,,,,
MS,8,2012,90,79,94,21.4,,,,,,,,
MS,9,2012,89,79,98,17.9,,,,,,,,
MS,10,2012,78,71,93,15.7,,,,,,,,
MS,11,2012,71,63,96,17.4,,,,,,,,
MS,12,2012,70,66,97,19.5,,,,,,,,
MS,1,2013,75,69,98,17.3,,,,,,,,
MS,2,2013,64,62,97,16.9,,,,,,,,
MS,3,2013,72,65,97,19.6,,,,,,,,
MS,4,2013,80,72,95,16.5,,,,,,,,
MS,5,2013,82,75,94,12.7,,,,,,,,
MS,6,2013,87,78,91,10.5,,,,,,,,
MS,7,2013,86,77,93,9.6,,,,,,,,
MS,8,2013,88,78,92,9,,,,,,,,
MS,9,2013,86,76,95,9.7,,,,,,,,
MS,10,2013,81,,,17.1,,,,,,,,
MS,11,2013,75,71,94,16.3,,,,,,,,
MS,12,2013,76,71,97,19.1,,,,,,,,
MS,1,2014,56,54,95,18.4,,,,,,,,
MS,2,2014,74,67,97,18.7,,,,,,,,
MS,3,2014,70,64,94,17.9,,,,,,,,
MS,4,2014,80,73,96,18,,,,,,,,
MS,5,2014,81,73,93,14.4,,,,,,,,
MS,6,2014,85,77,91,11.2,,,,,,,,
MS,7,2014,86,78,94,9.2,,,,,,,,
MS,8,2014,87,77,92,9.4,,,,,,,,
MS,9,2014,85,77,89,12.5,,,,,,,,
MS,10,2014,84,76,91,14.5,,,,,,,,
MS,11,2014,69,63,93,15.4,,,,,,,,
MS,12,2014,72,66,96,15.4,,,,,,,,
MS,1,2015,71,67,97,16.6,,,,,,,,
MS,2,2015,64,,,19.6,,,,,,,,
MS,3,2015,76,69,98,24.9,,,,,,,,
MS,4,2015,78,72,97,18.2,,,,,,,,
MS,5,2015,81,75,93,13.1,,,,,,,,
MS,6,2015,88,78,93,15.8,,,,,,,,
MS,7,2015,89,80,94,14.3,,,,,,,,
MS,8,2015,91,80,96,10.7,,,,,,,,
MS,9,2015,87,76,98,12.3,,,,,,,,
MS,10,2015,80,70,100,18,,,,,,,,
MS,11,2015,79,74,99,20.6,,,,,,,,
MS,12,2015,77,74,100,19.5,,,,,,,,
MS,1,2016,68,60,98,17.5,,,,,,,,
MS,2,2016,73,69,99,16.4,,,,,,,,
MS,3,2016,75,71,100,17.3,,,,,,,,
MS,4,2016,78,72,94,17.7,,,,,,,,
MS,5,2016,82,73,96,14.2,,,,,,,,
MS,6,2016,88,78,88,9.8,,,,,,,,
MS,7,2016,89,79,91,15.2,,,,,,,,
MS,8,2016,89,79,94,15.2,,,,,,,,
MS,9,2016,86,77,91,11.8,,,,,,,,
MS,10,2016,81,72,86,13.7,,,,,,,,
MS,11,2016,74,68,91,14.1,,,,,,,,
MS,12,2016,75,68,97,21.7,,,,,,,,
MS,1,2017,72,66,99,19.7,,,,,,,,
MS,2,2017,76,67,94,16.2,,,,,,,,
MS,3,2017,76,69,92,18.1,,,,,,,,
MS,4,2017,83,73,92,19.2,,,,,,,,
MS,5,2017,82,74,92,18.1,,,,,,,,
MS,6,2017,84,78,94,15.8,,,,,,,,
MS,7,2017,87,78,98,10.3,,,,,,,,
MS,8,2017,86,79,99,14.6,,,,,,,,
MS,9,2017,84,76,95,12,,,,,,,,
MS,10,2017,82,77,99,13.6,,,,,,,,
MS,11,2017,79,71,99,20.5,,,,,,,,
MS,12,2017,72,67,100,17.3,,,,,,,,
MS,1,2018,67,63,100,16.5,,,,,,,,
MS,2,2018,78,71,99,16.1,,,,,,,,
MS,3,2018,76,68,99,18.8,,,,,,,,
MS,4,2018,76,69,95,17.3,,,,,,,,
MS,5,2018,84,76,92,13.4,,,,,,,,
MS,6,2018,87,78,91,11.8,,,,,,,,
MS,7,2018,88,80,91,8.5,,,,,,,,
MS,8,2018,87,77,92,9.8,,,,,,,,
MS,9,2018,86,77,99,12,,,,,,,,
MS,10,2018,83,75,97,13.1,,,,,,,,
MS,11,2018,71,68,99,17.5,,,,,,,,
MS,12,2018,74,70,99,16.6,,,,,,,,
MS,1,2019,66,58,99,20.9,,,,,,,,
MS,2,2019,75,71,97,19,,,,,,,,
MS,3,2019,76,70,92,18.3,,,,,,,,
MS,4,2019,78,69,96,16.1,,,,,,,,
MS,5,2019,85,75,98,16,,,,,,,,
MS,6,2019,87,79,91,13.9,,,,,,,,
MS,7,2019,89,79,95,15.6,,,,,,,,
MS,8,2019,89,80,94,7.5,,,,,,,,
MS,9,2019,89,77,85,9.1,,,,,,,,
MS,10,2019,88,74,94,13.5,,,,,,,,
MS,11,2019,70,65,90,16.8,,,,,,,,
MS,12,2019,72,66,94,15,,,,,,,,
MS,1,2020,71,67,98,25,,,,,,,,
MS,2,2020,71,67,94,18.2,,,,,,,,
MS,3,2020,79,71,94,17.5,,,,,,,,
MS,4,2020,79,72,92,16,,,,,,,,
MS,5,2020,82,74,89,14.2,,,,,,,,
MS,6,2020,86,78,91,18.9,,,,,,,,
MS,7,2020,88,79,91,13,,,,,,,,
MS,8,2020,89,79,93,16.1,,,,,,,,
MS,9,2020,86,78,96,15.9,,,,,,,,
MS,10,2020,79,74,97,18.1,,,,,,,,
MS,11,2020,77,71,94,13.6,,,,,,,,
MS,12,2020,72,66,95,16.3,,,,,,,,
MS,1,2021,71,68,95,16.1,,,,,,,,
MS,2,2021,76,69,96,17.8,,,,,,,,
MS,3,2021,79,72,94,17.9,,,,,,,,
MS,4,2021,81,72,93,15.2,,,,,,,,
MS,5,2021,81,75,93,16.8,,,,,,,,
MS,6,2021,86,78,97,11.9,,,,,,,,
MS,7,2021,89,80,96,10.2,,,,,,,,
MS,8,2021,89,81,95,24.4,,,,,,,,
MS,9,2021,85,78,98,12,,,,,,,,
MS,10,2021,81,74,94,14,,,,,,,,
MS,11,2021,71,63,93,14.1,,,,,,,,
MS,12,2021,77,72,99,19.6,,,,,,,,
MS,1,2022,78,73,95,20.1,,,,,,,,
MS,2,2022,78,69,96,21.7,,,,,,,,
MS,3,2022,78,68,92,17.3,,,,,,,,
MS,4,2022,78,70,95,18.4,,,,,,,,
MS,5,2022,84,75,93,15.7,,,,,,,,
MS,6,2022,90,79,91,11.3,,,,,,,,
MS,7,2022,91,80,92,12.8,,,,,,,,
MS,8,2022,87,78,97,8.1,,,,,,,,
MS,9,2022,86,75,93,11.5,,,,,,,,
MS,10,2022,77,75,93,15.3,,,,,,,,
MS,11,2022,77,70,94,15,,,,,,,,
MS,12,2022,75,68,96,16.8,,,,,,,,
MS,1,2023,75,71,97,19.8,,,,,,,,
MS,2,2023,78,71,97,17.7,,,,,,,,
MS,3,2023,80,73,92,19.3,,,,,,,,
MS,4,2023,81,72,96,15.6,,,,,,,,
MS,5,2023,82,75,92,42.8,,,,,,,,
MS,6,2023,90,81,91,10.8,,,,,,,,
MS,7,2023,89,80,94,9.6,,,,,,,,
MS,8,2023,93,81,91,11.1,,,,,,,,
MS,9,2023,88,77,88,9,,,,,,,,
MS,10,2023,81,70,90,15,,,,,,,,
MS,11,2023,76,65,95,13.1,,,,,,,,
MS,12,2023,71,,,13.3,,,,,,,,
MS,1,2024,69,,,17.8,,,,,,,,
MS,2,2024,77,,,22.1,,,,,,,,
MS,3,2024,73,,,12,,,,,,,,
MT,1,2010,48,38,97,37.6,,,,,,,,
MT,2,2010,44,37,96,26.6,,,,,,,,
MT,3,2010,58,43,98,37.8,,,,,,,,
MT,4,2010,66,51,96,38.1,,,,,,,,
MT,5,2010,72,64,96,33,,,,,,,,
MT,6,2010,84,68,94,27.2,,,,,,,,
MT,7,2010,82,67,82,22.3,,,,,,,,
MT,8,2010,82,65,95,19.6,,,,,,,,
MT,9,2010,76,58,96,20.3,,,,,,,,
MT,10,2010,69,54,95,25.8,,,,,,,,
MT,11,2010,62,48,97,39.2,,,,,,,,
MT,12,2010,48,39,97,33.4,,,,,,,,
MT,1,2011,46,39,91,33.7,,,,,,,,
MT,2,2011,51,41,90,46.1,,,,,,,,
MT,3,2011,53,43,95,30.6,,,,,,,,
MT,4,2011,55,44,97,29.2,,,,,,,,
MT,5,2011,62,57,98,26.6,,,,,,,,
MT,6,2011,80,68,94,22.7,,,,,,,,
MT,7,2011,87,73,78,19,,,,,,,,
MT,8,2011,82,65,83,15.7,,,,,,,,
MT,9,2011,73,56,83,19.9,,,,,,,,
MT,10,2011,74,56,95,21.7,,,,,,,,
MT,11,2011,54,39,100,35.1,,,,,,,,
MT,12,2011,48,38,92,35.8,,,,,,,,
MT,1,2012,53,38,84,44.4,,,,,,,,
MT,2,2012,42,36,95,27.1,,,,,,,,
MT,3,2012,64,49,94,37.7,,,,,,,,
MT,4,2012,74,55,96,31.7,,,,,,,,
MT,5,2012,74,55,99,23.8,,,,,,,,
MT,6,2012,90,69,83,27.2,,,,,,,,
MT,7,2012,90,68,77,20.5,,,,,,,,
MT,8,2012,85,63,85,17,,,,,,,,
MT,9,2012,78,61,75,19.7,,,,,,,,
MT,10,2012,68,50,95,31.4,,,,,,,,
MT,11,2012,61,46,95,33.5,,,,,,,,
MT,12,2012,51,41,96,41.5,,,,,,,,
MT,1,2013,46,38,90,33.7,,,,,,,,
MT,2,2013,46,37,90,35.1,,,,,,,,
MT,3,2013,56,43,90,31.4,,,,,,,,
MT,4,2013,63,48,89,33.5,,,,,,,,
MT,5,2013,79,59,96,27.3,,,,,,,,
MT,6,2013,77,65,93,27.5,,,,,,,,
MT,7,2013,85,67,84,70,,,,,,,,
MT,8,2013,84,69,87,16.1,,,,,,,,
MT,9,2013,84,68,95,30.1,,,,,,,,
MT,10,2013,61,,,25.2,,,,,,,,
MT,11,2013,52,41,95,34.8,,,,,,,,
MT,12,2013,50,38,93,38.6,,,,,,,,
MT,1,2014,48,37,91,33,,,,,,,,
MT,2,2014,43,34,88,25.1,,,,,,,,
MT,3,2014,55,43,94,23.4,,,,,,,,
MT,4,2014,62,49,94,21.9,,,,,,,,
MT,5,2014,74,63,94,20.4,,,,,,,,
MT,6,2014,72,64,89,23.5,,,,,,,,
MT,7,2014,83,68,86,21.6,,,,,,,,
MT,8,2014,82,66,98,24.8,,,,,,,,
MT,9,2014,79,60,96,17.7,,,,,,,,
MT,10,2014,66,51,87,21.2,,,,,,,,
MT,11,2014,56,45,97,22.1,,,,,,,,
MT,12,2014,54,42,93,28.1,,,,,,,,
MT,1,2015,58,43,90,31.3,,,,,,,,
MT,2,2015,59,,,40.2,,,,,,,,
MT,3,2015,63,48,95,32,,,,,,,,
MT,4,2015,65,51,91,22.9,,,,,,,,
MT,5,2015,68,57,95,24,,,,,,,,
MT,6,2015,85,65,83,19.2,,,,,,,,
MT,7,2015,84,66,94,25.6,,,,,,,,
MT,8,2015,88,67,83,20.7,,,,,,,,
MT,9,2015,80,62,94,23,,,,,,,,
MT,10,2015,76,54,94,29.5,,,,,,,,
MT,11,2015,57,48,95,38.8,,,,,,,,
MT,12,2015,54,42,96,37,,,,,,,,
MT,1,2016,51,40,92,37.4,,,,,,,,
MT,2,2016,54,41,90,33,,,,,,,,
MT,3,2016,57,44,90,38.1,,,,,,,,
MT,4,2016,68,52,96,28.4,,,,,,,,
MT,5,2016,71,58,96,29.7,,,,,,,,
MT,6,2016,80,65,82,23,,,,,,,,
MT,7,2016,87,66,85,22.7,,,,,,,,
MT,8,2016,83,64,79,25,,,,,,,,
MT,9,2016,83,63,95,22.2,,,,,,,,
MT,10,2016,68,58,96,33,,,,,,,,
MT,11,2016,58,45,92,30.5,,,,,,,,
MT,12,2016,39,35,90,37.1,,,,,,,,
MT,1,2017,47,36,94,29.9,,,,,,,,
MT,2,2017,53,41,93,36,,,,,,,,
MT,3,2017,62,46,94,30.1,,,,,,,,
MT,4,2017,63,52,95,23.4,,,,,,,,
MT,5,2017,74,59,94,28.8,,,,,,,,
MT,6,2017,79,62,88,21.6,,,,,,,,
MT,7,2017,90,64,67,18.1,,,,,,,,
MT,8,2017,83,63,73,19,,,,,,,,
MT,9,2017,78,59,98,19.2,,,,,,,,
MT,10,2017,66,49,96,34.3,,,,,,,,
MT,11,2017,62,48,99,38.8,,,,,,,,
MT,12,2017,47,35,98,40.2,,,,,,,,
MT,1,2018,49,39,99,36.9,,,,,,,,
MT,2,2018,43,37,100,35.7,,,,,,,,
MT,3,2018,47,40,100,31.1,,,,,,,,
MT,4,2018,64,53,95,24.8,,,,,,,,
MT,5,2018,74,65,98,24.1,,,,,,,,
MT,6,2018,76,67,100,25.6,,,,,,,,
MT,7,2018,85,73,78,18.3,,,,,,,,
MT,8,2018,86,64,97,20.5,,,,,,,,
MT,9,2018,76,60,99,16.1,,,,,,,,
MT,10,2018,59,50,98,24.6,,,,,,,,
MT,11,2018,49,44,97,37,,,,,,,,
MT,12,2018,48,37,100,44.2,,,,,,,,
MT,1,2019,46,38,98,37.5,,,,,,,,
MT,2,2019,47,39,91,31.5,,,,,,,,
MT,3,2019,50,42,99,32.3,,,,,,,,
MT,4,2019,65,51,96,27.6,,,,,,,,
MT,5,2019,68,56,100,21.2,,,,,,,,
MT,6,2019,75,66,92,20.2,,,,,,,,
MT,7,2019,83,67,90,21.9,,,,,,,,
MT,8,2019,83,66,91,16.9,,,,,,,,
MT,9,2019,79,63,98,25.5,,,,,,,,
MT,10,2019,64,49,98,34.6,,,,,,,,
MT,11,2019,54,46,94,33.3,,,,,,,,
MT,12,2019,51,38,95,39.3,,,,,,,,
MT,1,2020,46,38,97,37.6,,,,,,,,
MT,2,2020,57,43,94,33.4,,,,,,,,
MT,3,2020,59,41,88,31.5,,,,,,,,
MT,4,2020,67,53,91,26.1,,,,,,,,
MT,5,2020,77,62,92,26.2,,,,,,,,
MT,6,2020,83,63,92,24,,,,,,,,
MT,7,2020,85,66,76,18.4,,,,,,,,
MT,8,2020,84,64,72,18.1,,,,,,,,
MT,9,2020,80,57,88,25.5,,,,,,,,
MT,10,2020,72,52,95,28.3,,,,,,,,
MT,11,2020,64,49,92,38,,,,,,,,
MT,12,2020,57,40,94,34.4,,,,,,,,
MT,1,2021,48,37,95,39.6,,,,,,,,
MT,2,2021,51,37,90,40.9,,,,,,,,
MT,3,2021,57,42,90,41.7,,,,,,,,
MT,4,2021,70,50,91,31.1,,,,,,,,
MT,5,2021,73,56,97,26.9,,,,,,,,
MT,6,2021,90,66,84,23.6,,,,,,,,
MT,7,2021,90,67,75,17.3,,,,,,,,
MT,8,2021,83,66,93,21.9,,,,,,,,
MT,9,2021,76,56,92,26.9,,,,,,,,
MT,10,2021,71,52,100,35.8,,,,,,,,
MT,11,2021,60,46,89,40.3,,,,,,,,
MT,12,2021,61,50,88,42,,,,,,,,
MT,1,2022,49,40,87,41.1,,,,,,,,
MT,2,2022,51,40,90,40.9,,,,,,,,
MT,3,2022,60,44,96,34.7,,,,,,,,
MT,4,2022,58,47,96,31.1,,,,,,,,
MT,5,2022,68,57,94,31.4,,,,,,,,
MT,6,2022,84,68,95,37.4,,,,,,,,
MT,7,2022,87,68,98,18.9,,,,,,,,
MT,8,2022,85,66,83,19.5,,,,,,,,
MT,9,2022,84,60,92,26.4,,,,,,,,
MT,10,2022,61,59,98,29.9,,,,,,,,
MT,11,2022,56,42,93,35.3,,,,,,,,
MT,12,2022,46,40,94,36.9,,,,,,,,
MT,1,2023,47,39,95,40.6,,,,,,,,
MT,2,2023,44,36,89,36.1,,,,,,,,
MT,3,2023,44,37,95,34.8,,,,,,,,
MT,4,2023,67,50,98,29.6,,,,,,,,
MT,5,2023,73,63,94,22.2,,,,,,,,
MT,6,2023,79,67,96,16.3,,,,,,,,
MT,7,2023,86,67,74,17.1,,,,,,,,
MT,8,2023,88,68,100,23.6,,,,,,,,
MT,9,2023,80,62,98,20.1,,,,,,,,
MT,10,2023,69,53,97,24.3,,,,,,,,
MT,11,2023,57,44,95,28.7,,,,,,,,
MT,12,2023,55,,,32.6,,,,,,,,
MT,1,2024,51,,,24.1,,,,,,,,
MT,2,2024,51,,,29.9,,,,,,,,
MT,3,2024,50,,,22.8,,,,,,,,
NC,1,2010,63,59,96,20.7,,,,,,,,
NC,2,2010,56,52,94,24.7,,,,,,,,
NC,3,2010,64,61,96,18.3,,,,,,,,
NC,4,2010,78,67,87,18.3,,,,,,,,
NC,5,2010,84,73,94,17.5,,,,,,,,
NC,6,2010,90,78,92,16.1,,,,,,,,
NC,7,2010,91,80,91,17,,,,,,,,
NC,8,2010,89,78,94,14.3,,,,,,,,
NC,9,2010,87,73,98,18.6,,,,,,,,
NC,10,2010,82,74,95,14.5,,,,,,,,
NC,11,2010,69,64,96,13.6,,,,,,,,
NC,12,2010,56,53,96,19.8,,,,,,,,
NC,1,2011,59,58,96,17.6,,,,,,,,
NC,2,2011,72,63,95,17.9,,,,,,,,
NC,3,2011,73,61,94,16.8,,,,,,,,
NC,4,2011,78,72,92,20.7,,,,,,,,
NC,5,2011,88,74,93,15.7,,,,,,,,
NC,6,2011,90,77,88,17.6,,,,,,,,
NC,7,2011,91,79,90,17.2,,,,,,,,
NC,8,2011,90,80,92,32.6,,,,,,,,
NC,9,2011,85,78,97,14.9,,,,,,,,
NC,10,2011,77,73,93,18.4,,,,,,,,
NC,11,2011,75,69,92,21.1,,,,,,,,
NC,12,2011,71,64,97,15.9,,,,,,,,
NC,1,2012,65,60,97,21.3,,,,,,,,
NC,2,2012,69,64,93,20.1,,,,,,,,
NC,3,2012,75,66,92,15.7,,,,,,,,
NC,4,2012,76,67,92,19.4,,,,,,,,
NC,5,2012,81,74,92,16.4,,,,,,,,
NC,6,2012,90,79,94,14.6,,,,,,,,
NC,7,2012,91,80,92,18.4,,,,,,,,
NC,8,2012,85,77,96,17.7,,,,,,,,
NC,9,2012,86,77,95,16.8,,,,,,,,
NC,10,2012,81,76,94,28.6,,,,,,,,
NC,11,2012,65,62,92,20.6,,,,,,,,
NC,12,2012,69,64,98,19.8,,,,,,,,
NC,1,2013,69,65,97,19.5,,,,,,,,
NC,2,2013,60,60,97,17.5,,,,,,,,
NC,3,2013,68,61,95,25.9,,,,,,,,
NC,4,2013,77,69,95,18.3,,,,,,,,
NC,5,2013,79,71,92,17.3,,,,,,,,
NC,6,2013,86,78,95,21.2,,,,,,,,
NC,7,2013,85,77,93,18.8,,,,,,,,
NC,8,2013,87,78,95,14.9,,,,,,,,
NC,9,2013,85,78,91,13.9,,,,,,,,
NC,10,2013,79,,,19.9,,,,,,,,
NC,11,2013,75,70,93,18.6,,,,,,,,
NC,12,2013,76,69,98,16.4,,,,,,,,
NC,1,2014,68,65,97,18.1,,,,,,,,
NC,2,2014,68,64,94,17.1,,,,,,,,
NC,3,2014,67,64,93,23.2,,,,,,,,
NC,4,2014,79,72,95,21.9,,,,,,,,
NC,5,2014,82,72,93,18.1,,,,,,,,
NC,6,2014,87,76,88,17.5,,,,,,,,
NC,7,2014,89,78,93,18.7,,,,,,,,
NC,8,2014,86,77,97,15.5,,,,,,,,
NC,9,2014,87,77,96,14.4,,,,,,,,
NC,10,2014,79,74,97,16.1,,,,,,,,
NC,11,2014,72,68,94,18.7,,,,,,,,
NC,12,2014,66,65,98,20.7,,,,,,,,
NC,1,2015,72,68,96,17.7,,,,,,,,
NC,2,2015,64,,,21.9,,,,,,,,
NC,3,2015,75,66,94,18.2,,,,,,,,
NC,4,2015,78,70,94,16.7,,,,,,,,
NC,5,2015,82,73,91,18.1,,,,,,,,
NC,6,2015,90,79,93,16.9,,,,,,,,
NC,7,2015,90,79,92,17.8,,,,,,,,
NC,8,2015,88,79,91,13.1,,,,,,,,
NC,9,2015,84,77,97,16.3,,,,,,,,
NC,10,2015,78,73,96,22.1,,,,,,,,
NC,11,2015,76,70,99,13.7,,,,,,,,
NC,12,2015,76,72,99,15.3,,,,,,,,
NC,1,2016,60,56,99,20.6,,,,,,,,
NC,2,2016,68,65,98,25.1,,,,,,,,
NC,3,2016,76,66,98,15.9,,,,,,,,
NC,4,2016,77,69,94,17.2,,,,,,,,
NC,5,2016,82,73,97,12.6,,,,,,,,
NC,6,2016,88,77,89,19.9,,,,,,,,
NC,7,2016,90,79,93,17.2,,,,,,,,
NC,8,2016,88,78,94,15.8,,,,,,,,
NC,9,2016,85,76,96,17.6,,,,,,,,
NC,10,2016,79,75,100,26.1,,,,,,,,
NC,11,2016,73,65,99,15.1,,,,,,,,
NC,12,2016,70,66,99,15.3,,,,,,,,
NC,1,2017,66,63,100,22.1,,,,,,,,
NC,2,2017,73,63,95,18.9,,,,,,,,
NC,3,2017,74,68,95,20.4,,,,,,,,
NC,4,2017,83,75,99,20.8,,,,,,,,
NC,5,2017,83,73,100,21.7,,,,,,,,
NC,6,2017,86,77,96,20.4,,,,,,,,
NC,7,2017,91,79,94,19.6,,,,,,,,
NC,8,2017,87,81,96,14.9,,,,,,,,
NC,9,2017,84,77,100,21.5,,,,,,,,
NC,10,2017,83,77,98,14.2,,,,,,,,
NC,11,2017,72,66,100,17.6,,,,,,,,
NC,12,2017,66,61,100,16.4,,,,,,,,
NC,1,2018,69,66,100,20.6,,,,,,,,
NC,2,2018,73,67,98,17.4,,,,,,,,
